-59.811,19.49,2
-58.962,14.563,2
-57.212,9.8816,2
-54.675,5.5806,2
-51.567,1.671,2
-47.7,-1.4611,2
-43.088,-3.1669,2
-38.284,-2.8196,2
-33.997,-0.46267,2
-30.797,3.2764,2
-28.795,7.8377,2
-27.542,12.671,2
-26.759,17.609,2
-26.103,22.565,2
-25.209,27.481,2
-23.723,32.231,2
-21.484,36.697,2
-18.95,41.006,2
-16.413,45.313,2
-14.137,49.762,2
-12.247,54.382,2
-10.906,59.191,2
-10.222,64.125,2
-10.511,69.1,2
-11.805,73.913,2
-14.384,78.194,2
-17.636,81.992,2
-21.391,85.292,2
-24.992,88.76,2
-28.151,92.624,2
-30.14,97.124,2
-29.631,101.96,2
-26.839,105.99,2
-22.147,106.42,2
-17.44,104.79,2
-13.395,101.86,2
-9.5664,98.641,2
-5.9526,95.191,2
-2.8994,91.233,2
-0.24671,87.002,2
1.8315,82.454,2
3.7664,77.844,2
5.8134,73.283,2
8.1138,68.844,2
10.546,64.476,2
13.033,60.138,2
15.485,55.781,2
17.831,51.366,2
19.94,46.835,2
21.657,42.143,2
22.824,37.291,2
23.201,32.317,2
22.55,27.403,2
20.805,22.727,2
18.27,18.453,2
15.007,14.676,2
11.353,11.271,2
7.3808,8.2439,2
3.2086,5.4905,2
1.4554,4.3784,2
