0,0,1
-4.0926,-2.8703,1
-7.8151,-6.2071,1
-11.288,-9.8042,1
-14.836,-13.326,1
-18.624,-16.59,1
-22.799,-19.342,1
-27.55,-20.835,1
-32.508,-21.384,1
-37.38,-20.516,1
-42.191,-19.158,1
-47.066,-18.059,1
-52.044,-17.688,1
-57.042,-17.751,1
-62.02,-18.199,1
-66.395,-20.584,1
-69.731,-24.233,1
-71.682,-28.83,1
-73.071,-33.629,1
-74.189,-38.501,1
-75.703,-43.24,1
-78.367,-47.435,1
-82.527,-50.207,1
-87.14,-49.312,1
-91.098,-46.388,1
-93.664,-42.246,1
-95.21,-37.496,1
-96.773,-32.75,1
-99.235,-28.439,1
-102.66,-24.821,1
-106.71,-21.912,1
-110.93,-19.231,1
-115.08,-16.44,1
-119.87,-16.619,1
-123.28,-20.02,1
-124.76,-24.741,1
-125.46,-29.691,1
-126.13,-34.646,1
-126.93,-39.581,1
-127.89,-44.488,1
-128.88,-49.388,1
-130.13,-54.22,1
-132.1,-58.784,1
-135.15,-62.581,1
-139.62,-64.65,1
-144.33,-62.97,1
-148.08,-59.692,1
-150.63,-55.432,1
-152.44,-50.78,1
-153.56,-45.918,1
-154.13,-40.956,1
-154.3,-35.962,1
-154.11,-30.969,1
-153.62,-25.994,1
-152.92,-21.044,1
-152.08,-16.116,1
-151.15,-11.203,1
-150.13,-6.3089,1
-148.98,-1.4429,1
-147.57,3.352,1
-145.57,7.9102,1
-142.83,12.075,1
-139.27,15.482,1
-135,18.075,1
-130.72,20.662,1
-127.18,24.071,1
-124.81,28.441,1
-123.5,33.241,1
-122.72,38.178,1
-122.01,43.128,1
-121.1,48.042,1
-119.85,52.879,1
-118.25,57.614,1
-116.33,62.229,1
-114.19,66.747,1
-111.88,71.177,1
-109.36,75.492,1
-106.63,79.681,1
-103.6,83.652,1
-100.34,87.444,1
-97.034,91.193,1
-93.99,95.148,1
-91.312,99.367,1
-88.915,103.75,1
-86.71,108.24,1
-84.551,112.75,1
-82.185,117.15,1
-79.421,121.31,1
-76.213,125.13,1
-72.373,128.24,1
-67.796,129.86,1
-62.982,129.49,1
-60.35,125.24,1
-60.828,120.31,1
-62.395,115.57,1
-64.854,111.23,1
-67.614,107.06,1
-70.475,102.96,1
-73.426,98.926,1
-76.244,94.797,1
-78.908,90.566,1
-81.386,86.223,1
-83.629,81.756,1
-85.593,77.159,1
-87.072,72.384,1
-88.305,67.539,1
-89.316,62.642,1
-91.114,57.985,1
-93.617,53.665,1
-96.866,49.886,1
-99.836,45.87,1
-102.08,41.409,1
-102.71,36.45,1
-102.74,31.451,1
-102.66,26.451,1
-103.59,21.54,1
-105.09,16.772,1
-107.22,12.255,1
-108.45,7.4166,1
-108.39,2.436,1
-106.88,-2.2886,1
-103.51,-5.6738,1
-98.707,-6.5974,1
-93.952,-5.3447,1
-89.562,-2.9764,1
-85.058,-0.82967,1
-80.767,1.705,1
-77.9,5.7382,1
-76.517,10.53,1
-76.257,15.523,1
-76.194,20.523,1
-75.869,25.512,1
-74.993,30.435,1
-73.5,35.204,1
-71.612,39.833,1
-69.427,44.329,1
-67.035,48.72,1
-64.563,53.066,1
-62.077,57.404,1
-59.681,61.792,1
-57.311,66.195,1
-54.578,70.378,1
-51.236,74.084,1
-46.965,76.546,1
-42.343,76.598,1
-38.353,73.927,1
-35.745,69.702,1
-34.204,64.982,1
-33.833,60.011,1
-34.401,55.058,1
-35.932,50.31,1
-38.981,46.347,1
-42.775,43.092,1
-46.836,40.177,1
-50.541,36.822,1
-53.701,32.963,1
-55.852,28.467,1
-56.85,23.6,1
-56.634,18.62,1
-55.502,13.772,1
-53.416,9.2519,1
-50.588,5.1406,1
-47.055,1.6466,1
-42.623,-0.52111,1
-37.809,0.25198,1
-34.057,3.476,1
-31.881,7.964,1
-30.567,12.782,1
-29.768,17.717,1
-29.121,22.675,1
-28.254,27.596,1
-26.942,32.411,1
-24.804,36.929,1
-22.315,41.265,1
-19.709,45.532,1
-17.35,49.939,1
-15.349,54.516,1
-13.924,59.303,1
-13.208,64.231,1
-13.574,69.195,1
-15.235,73.846,1
-18.087,77.93,1
-21.59,81.479,1
-25.27,84.862,1
-28.677,88.51,1
-31.46,92.624,1
-33.058,97.258,1
-32.735,102.16,1
-30.416,106.56,1
-26.298,109.4,1
-21.413,109.26,1
-16.715,107.63,1
-12.536,104.94,1
-8.655,101.79,1
-4.9727,98.413,1
-1.7164,94.635,1
1.1233,90.525,1
3.4669,86.122,1
5.4624,81.538,1
7.4368,76.945,1
9.6151,72.447,1
11.987,68.046,1
14.453,63.696,1
16.925,59.35,1
19.329,54.967,1
21.569,50.498,1
23.51,45.894,1
25.03,41.137,1
25.95,36.238,1
26.117,31.257,1
25.355,26.356,1
23.6,21.684,1
21.183,17.334,1
18.017,13.473,1
14.449,9.9756,1
10.579,6.8154,1
6.4512,3.9949,1
3.0045,1.8093,1
-1.7176,2.4596,2
-5.8113,-0.41123,2
-9.5565,-3.722,2
-13.04,-7.3075,2
-16.572,-10.847,2
-20.342,-14.131,2
-24.503,-16.859,2
-29.327,-18.138,2
-34.255,-18.234,2
-39.084,-16.936,2
-43.915,-15.659,2
-48.837,-14.838,2
-53.832,-14.679,2
-58.823,-14.902,2
-63.741,-15.701,2
-68.115,-18.123,2
-71.623,-21.678,2
-73.868,-26.109,2
-75.451,-30.846,2
-76.589,-35.712,2
-77.768,-40.57,2
-80.058,-44.998,2
-83.618,-47.452,2
-88.047,-45.321,2
-90.799,-41.356,2
-92.349,-36.608,2
-93.957,-31.878,2
-96.282,-27.496,2
-99.503,-23.705,2
-103.35,-20.541,2
-107.54,-17.813,2
-111.83,-15.237,2
-116.33,-13.396,2
-121.21,-13.973,2
-125.17,-17.024,2
-127.21,-21.584,2
-128.06,-26.496,2
-128.72,-31.453,2
-129.4,-36.406,2
-130.31,-41.322,2
-131.3,-46.224,2
-132.29,-51.125,2
-133.81,-55.883,2
-136.4,-60.105,2
-140.63,-61.223,2
-144.85,-58.729,2
-147.65,-54.676,2
-149.54,-50.055,2
-150.66,-45.192,2
-151.19,-40.224,2
-151.32,-35.228,2
-151.06,-30.236,2
-150.51,-25.266,2
-149.77,-20.322,2
-148.9,-15.398,2
-147.95,-10.49,2
-146.9,-5.6009,2
-145.72,-0.74294,2
-144.24,4.0329,2
-141.88,8.4337,2
-138.75,12.271,2
-134.5,14.899,2
-130.21,17.465,2
-126.17,20.387,2
-123.27,24.458,2
-121.34,29.07,2
-120.3,33.956,2
-119.59,38.905,2
-118.88,43.854,2
-117.9,48.757,2
-116.54,53.567,2
-114.82,58.263,2
-112.78,62.826,2
-110.57,67.311,2
-108.17,71.696,2
-105.54,75.95,2
-102.7,80.062,2
-99.475,83.883,2
-96.177,87.641,2
-92.91,91.423,2
-90.097,95.556,2
-87.544,99.855,2
-85.265,104.31,2
-83.109,108.82,2
-80.94,113.32,2
-78.407,117.63,2
-75.41,121.63,2
-71.895,125.14,2
-67.488,127.44,2
-63.595,125.83,2
-63.701,120.99,2
-65.307,116.26,2
-67.911,112,2
-70.706,107.85,2
-73.586,103.76,2
-76.541,99.73,2
-79.324,95.576,2
-81.957,91.326,2
-84.401,86.964,2
-86.611,82.479,2
-88.534,77.864,2
-89.992,73.082,2
-91.22,68.235,2
-92.188,63.33,2
-94.061,58.698,2
-96.701,54.464,2
-100.05,50.754,2
-102.88,46.637,2
-104.93,42.075,2
-105.64,37.14,2
-105.74,32.144,2
-105.61,27.146,2
-106.49,22.229,2
-108.01,17.467,2
-110.15,12.948,2
-111.34,8.0943,2
-111.44,3.1064,2
-110.3,-1.7348,2
-107.73,-5.9511,2
-103.77,-8.6714,2
-98.946,-9.5025,2
-94.096,-8.6315,2
-89.596,-6.4797,2
-85.2,-4.1183,2
-80.797,-1.808,2
-77.091,1.4475,2
-74.706,5.8156,2
-73.506,10.661,2
-73.256,15.654,2
-73.18,20.653,2
-72.807,25.636,2
-71.846,30.536,2
-70.257,35.274,2
-68.284,39.867,2
-66.029,44.328,2
-63.602,48.699,2
-61.121,53.04,2
-58.657,57.391,2
-56.277,61.788,2
-53.822,66.139,2
-50.891,70.176,2
-47.254,73.566,2
-42.696,73.93,2
-39.372,70.391,2
-37.321,65.846,2
-36.766,60.883,2
-37.246,55.916,2
-38.945,51.286,2
-42.196,47.523,2
-46.086,44.387,2
-50.034,41.33,2
-53.597,37.836,2
-56.599,33.864,2
-58.707,29.347,2
-59.84,24.488,2
